id,text,aspect_term,aspect_term_polarity,aspect_term_from,aspect_term_to
814,  They said it was a computer error on this type of computer.,,,,
2047,I will never buy another computer from Dell ever again do to how awful it worked and how I was treated by the company.,company,negative,110,117
3039,My review mainly talks about the difference I have felt between an early 2011 and late 2011 mac book pro.,,,,
1371,  That was a big mistake.,,,,
2666,The only problem is a lack of screen resolutions!,screen resolutions,negative,30,48
741,"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.",carry,positive,54,59
1748,Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.,keyboard,negative,14,22
,Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.,edges,negative,81,86
774,If you are looking for a netbook pc DO NOT BUY FROM ASUS!!!,,,,
2246,"It has many great programs, such as ILife, iPhotos and others.",programs,positive,18,26
,"It has many great programs, such as ILife, iPhotos and others.",ILife,positive,36,41
,"It has many great programs, such as ILife, iPhotos and others.",iPhotos,positive,43,50
1055,Other Thoughts: Received replacement 16 Days later.,,,,
401,"If the number of patrons in the Apple store are any indication, HP and other PC manufacturers need to take note.",,,,
2032,"The processor went on me, the fan went and the motherboard went.",processor,negative,4,13
,"The processor went on me, the fan went and the motherboard went.",fan,negative,30,33
,"The processor went on me, the fan went and the motherboard went.",motherboard,negative,47,58
1780,I bought my first MacBook after seeing the product demonstrated.,,,,
150,It is very well built.,built,positive,16,21
1581,Might not make the avid gamer happy but I don't really think that is what this computer is designed for.,,,,
302,I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.,performance,positive,59,70
204,The screen resolution was exactly what I was looking for.,screen resolution,positive,4,21
2080,"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",Snow Leopard,positive,26,38
,"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",CPU,negative,78,81
,"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",Office Mac applications,negative,147,170
,"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",Word,negative,179,183
,"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",Excel,negative,187,192
,"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",spinning wheel,negative,106,120
964,seriously why haven't they just replaced it by now.,,,,
2780,There is no number pad to the right of the keyboard which is a bummer.,pad,negative,19,22
,There is no number pad to the right of the keyboard which is a bummer.,keyboard,negative,43,51
1105,After 20-30 min the screen of the notebook switched off.,screen,negative,20,26
1484,"If upgrade is possible to the full Windows 7, then I will truly be a very happy geek.",Windows 7,positive,35,44
17,I have used both PCs and Macs and I have to say that I really really love my Mac Book Pro.,,,,
2506,"I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.",programs,positive,156,164
,"I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.",iLife,positive,170,175
,"I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.",iWork,positive,180,185
2281,"It is a big big, but since it has a 18.4"" screen what would you expect!","18.4"" screen",conflict,36,48
1978,I have never had an experience like this.,,,,
2659,We haven't had any problems with it at all.,,,,
2729,returned it to walmart.,,,,
572,10 hours of battery life is really something else....,battery life,positive,12,24
2965,I love everything about it.,,,,
731,It's slow and one day i hope to have the money to get rid of it and buy something else.,,,,
2522,It meets all my needs for work and pleasure while traveling.,,,,
15,Runs fast and the regular layout keyboard is so much better.,regular layout keyboard,positive,18,41
,Runs fast and the regular layout keyboard is so much better.,Runs,positive,0,4
958,All was well.,,,,
1489,"All the programs are easy and straight forward on my MacBook Pro, it is clean and organized, which I always strive to be myself.",programs,positive,8,16
1303,He said quite a number of people had encountered this problem and said it is a common issue.,,,,
906,Not worth it one bit.,,,,
1123,I just can't fathom that the celebrated Dell would last a week in environment of free competition with normal products - it only survives b/c its substandard laptops are forced onto captive students and employees through question-raising programs.,,,,
730,Much of which HP ended up paying for.,,,,
659,I reinstalled windows through the recovery discs and everything seemed good again.,windows,positive,14,21
,I reinstalled windows through the recovery discs and everything seemed good again.,recovery discs,positive,34,48
25,"Windows 7 Starter is terrific (no you can't change the background) but I don't need to, I use it just for school work.",Windows 7 Starter,positive,0,17
1043,Support has been lackluster and now I just want a refund.,Support,negative,0,7
97,"First of all, they had no record of me having the 3 year warranty I'd paid almost $400 for, and I had to call in, spend hours on their online chat service, and fax in multiple documents.",3 year warranty,negative,50,65
,"First of all, they had no record of me having the 3 year warranty I'd paid almost $400 for, and I had to call in, spend hours on their online chat service, and fax in multiple documents.",online chat service,negative,135,154
42,"I hate to say this, but if I could take this back to the shop and get my money back, then I would.",,,,
2209,It makes doing schoolwork at night so much easier.,,,,
2855,"Being only 2 months old, I am not a happy camper!",,,,
1493,""">  iPhoto is probably the best program I have ever worked with: easy and convenient.",iPhoto,positive,4,10
2944,I love to write and play with graphics and html programming and my new Toshiba works great on both!,works,positive,79,84
2298,THis computer may be small but it is one heck of a power horse.,,,,
2031,"They would repair one thing, send it back and it would still have the same problem.",,,,
1655,"Such as PAGES, NUMBERS, and so on.",,,,
